carat,cut,color,clarity,depth,table,price,x,y,z
0.42,Good,F,SI1,63.4,56,722,4.76,4.8,3.03
0.84,Very Good,D,VS1,60.1,58,4869,6.12,6.15,3.69
0.52,Ideal,G,SI2,61.3,56,1150,5.19,5.22,3.19
1.09,Ideal,D,SI2,62.1,56,5258,6.59,6.56,4.08
0.7,Fair,H,SI1,61,66,1995,5.68,5.64,3.45
2.09,Premium,H,SI2,60.6,59,17805,8.27,8.22,5
0.42,Premium,D,VVS2,59.6,59,1210,4.96,4.9,2.94
1,Very Good,D,SI1,61.4,63,6040,6.35,6.41,3.92
0.41,Premium,E,VS1,62.2,57,1153,4.78,4.74,2.96
1.01,Premium,I,SI2,61.9,58,3054,6.45,6.41,3.98
1.02,Premium,H,SI2,59.8,59,4284,6.54,6.5,3.9
0.71,Premium,F,SI1,62.3,60,2458,5.68,5.65,3.53
0.27,Very Good,F,VS1,60.5,57,518,4.21,4.23,2.55
0.47,Ideal,D,VVS1,61.9,54,2378,4.98,5,3.09
1.5,Very Good,I,VS2,59.4,61,9342,7.41,7.45,4.41
1.3,Premium,H,VS1,61.5,58,7855,6.98,6.96,4.29
0.92,Very Good,D,I1,63,58,2674,6.13,6.18,3.88
0.7,Very Good,G,VS1,63.1,57,2497,5.7,5.61,3.57
1.13,Ideal,F,VVS2,61.4,56,10327,6.77,6.72,4.14
1.5,Premium,I,SI2,62.7,57,7526,7.35,7.28,4.59
1.05,Ideal,H,SI1,62.4,57,5128,6.49,6.52,4.06
0.87,Premium,D,SI1,58.8,56,3742,6.3,6.26,3.69
1.03,Ideal,F,VS2,60.7,56,6662,6.58,6.56,3.99
0.73,Premium,F,SI1,62.4,55,2346,5.78,5.71,3.59
0.26,Ideal,G,IF,60.8,56,648,4.11,4.15,2.51
1.08,Premium,F,VS2,62.1,59,7637,6.59,6.54,4.08
0.7,Premium,G,VS1,62.6,60,2512,5.58,5.66,3.52
0.83,Ideal,H,SI1,62.5,55,2816,6.04,6,3.76
0.38,Premium,I,VS2,61.5,58,812,4.62,4.61,2.84
0.54,Premium,H,VS1,62.6,59,1600,5.19,5.22,3.26
1.51,Premium,I,VS1,62.3,60,9467,7.28,7.32,4.55
0.44,Ideal,E,VVS2,61.9,56,1274,4.88,4.91,3.03
0.71,Premium,G,SI2,62.7,60,2147,5.69,5.63,3.55
0.38,Very Good,F,IF,60.2,58,1284,4.73,4.7,2.84
1.25,Good,I,SI2,63.9,56,4725,6.81,6.77,4.34
0.23,Very Good,F,IF,59.5,58,530,4,4.03,2.39
0.31,Very Good,G,VS1,61.6,56,640,4.35,4.38,2.69
0.78,Ideal,H,VVS2,62.1,56,3581,5.88,5.9,3.66
1.2,Very Good,G,SI2,62.6,60,5116,6.68,6.74,4.2
0.7,Premium,F,SI1,62.1,58,2504,5.64,5.7,3.52
0.6,Premium,D,SI2,62,57,1196,5.43,5.35,3.34
0.9,Very Good,I,SI1,61.4,55,3271,6.19,6.28,3.83
1.01,Premium,D,SI1,62.2,53,5656,6.47,6.43,4.01
0.44,Premium,F,SI2,62.8,60,832,4.86,4.82,3.04
0.5,Premium,G,VS1,60.3,60,1629,5.1,5.08,3.07
0.52,Premium,G,VS1,62.4,59,1815,5.16,5.13,3.21
0.25,Ideal,F,VS2,62.8,57,436,3.98,4.01,2.51
0.32,Premium,D,VS2,62,57,972,4.42,4.38,2.73
0.35,Ideal,E,VS1,61.2,56,1063,4.55,4.53,2.78
0.7,Good,G,VVS1,58.5,62,3380,5.8,5.82,3.4
1.58,Ideal,E,VS1,62.6,56,17894,7.41,7.44,4.65
0.9,Good,H,VS2,64,58,3919,6.11,6.07,3.9
2.05,Premium,I,VS2,60.8,58,16896,8.26,8.19,5
0.3,Premium,E,VS2,60.7,59,658,4.3,4.33,2.62
0.29,Very Good,H,VVS2,62.2,54,466,4.23,4.26,2.64
0.9,Very Good,H,SI1,58.7,59,3447,6.3,6.35,3.71
0.71,Very Good,F,VS2,61.3,61,2860,5.68,5.73,3.5
0.83,Ideal,E,SI1,62.7,57,3231,5.96,6.01,3.75
0.6,Fair,G,SI1,64.5,56,1305,5.27,5.24,3.39
1.04,Premium,H,SI1,59.5,58,4980,6.67,6.58,3.94
0.91,Good,H,VS2,63.1,59,3921,6.13,6.16,3.88
0.71,Ideal,E,VS2,62,55,3421,5.72,5.77,3.56
0.31,Ideal,H,VS2,62.4,55,628,4.36,4.33,2.71
0.72,Ideal,F,VVS2,60.9,56,3746,5.77,5.83,3.53
0.32,Premium,F,VS2,61.7,58,828,4.41,4.38,2.71
1.34,Ideal,H,SI2,61.6,56,6904,7.1,7.05,4.36
0.26,Ideal,H,VVS2,62.5,54,508,4.11,4.14,2.58
0.26,Very Good,E,VVS2,63,58,597,4.08,4.11,2.58
1.21,Ideal,G,VS1,61.8,57,10685,6.81,6.86,4.23
1,Premium,G,SI1,61.9,62,5154,6.22,6.18,3.84
0.34,Ideal,D,VS2,61.4,56,1033,4.53,4.5,2.77
1.21,Premium,F,VS1,62.6,59,10018,6.81,6.76,4.25
0.3,Good,H,VS1,63.2,56,526,4.25,4.29,2.7
2.02,Premium,E,SI2,59.9,58,13677,8.18,8.14,4.89
1.06,Premium,F,SI1,61,58,5236,6.65,6.6,4.04
0.71,Ideal,H,VS2,60.9,55,2450,5.76,5.74,3.5
2.04,Premium,H,SI1,58,59,14888,8.4,8.27,4.83
0.32,Good,E,SI1,63.2,56,561,4.35,4.38,2.76
0.71,Ideal,I,SI1,61,56,2319,5.75,5.78,3.52
0.71,Ideal,F,VVS1,61.8,56,3880,5.72,5.74,3.54
1.21,Ideal,H,SI1,62.7,56,4249,6.81,6.78,4.26
0.39,Premium,G,IF,59.8,55,1271,4.84,4.77,2.87
1.19,Premium,H,SI1,62.7,56,5802,6.76,6.7,4.22
0.3,Very Good,G,VS1,62.8,57,605,4.24,4.26,2.67
2.02,Very Good,I,SI2,61.9,60,14715,8.12,8.06,5.01
0.3,Ideal,E,VS2,62.3,57,658,4.29,4.32,2.68
1.23,Very Good,E,VVS2,60.4,62,11175,6.88,6.93,4.17
0.71,Very Good,H,SI1,62.4,58,2076,5.67,5.7,3.55
0.4,Ideal,G,VVS1,62.4,54,1043,4.73,4.75,2.96
1,Premium,J,SI2,62.7,58,3293,6.32,6.28,3.95
1.01,Ideal,G,SI2,59.5,57,4079,6.56,6.59,3.91
0.62,Ideal,E,VS1,61.3,56,2731,5.52,5.54,3.39
0.92,Good,F,SI2,63.7,64,3787,6.13,6.08,3.89
1.52,Fair,I,VVS2,64.9,56,7303,7.28,7.21,4.7
1.06,Good,J,VS2,63.5,60.1,4517,6.43,6.51,4.11
2.07,Fair,G,I1,67.7,56,6503,7.76,7.73,5.25
0.23,Very Good,E,VVS2,61.9,60,505,3.93,3.96,2.44
1,Good,E,SI2,63.7,61,3889,6.32,6.27,4.01
1.08,Very Good,G,SI2,59.8,57,4241,6.66,6.72,4
1.21,Premium,G,VS2,62.2,58,7320,6.78,6.88,4.25
0.43,Premium,E,SI2,61.8,60,882,4.85,4.83,2.99
0.26,Very Good,F,VVS2,60,59,597,4.11,4.15,2.48
1.51,Premium,G,SI1,62.2,58,10688,7.3,7.26,4.53
0.24,Very Good,E,VS1,61.5,57,357,3.99,4.07,2.48
0.43,Very Good,G,VVS1,60.7,57,1143,4.87,4.89,2.96
0.52,Premium,G,VS2,60.9,58,1447,5.19,5.22,3.17
0.44,Very Good,E,SI1,62.2,60,810,4.79,4.86,3
0.51,Premium,F,VS1,61.4,58,1744,5.15,5.18,3.17
1,Premium,J,VS2,60.7,58,3877,6.49,6.52,3.95
1.01,Very Good,F,SI1,60.8,59,4869,6.49,6.53,3.96
0.5,Good,E,VVS1,58.3,62,2008,5.16,5.23,3.03
0.53,Ideal,F,VS1,61.8,56,1812,5.2,5.22,3.22
1.5,Premium,E,VVS2,58.7,61,17667,7.49,7.36,4.36
0.36,Ideal,I,IF,60.8,57,852,4.6,4.64,2.81
0.42,Ideal,G,VS1,61.4,56,921,4.82,4.85,2.97
0.41,Ideal,E,VS1,60.8,56,1154,4.84,4.8,2.93
0.38,Ideal,F,VS2,61.3,57,822,4.65,4.68,2.86
0.3,Very Good,G,VVS2,60.4,60,638,4.3,4.34,2.61
0.34,Ideal,D,VS1,60.3,57,914,4.52,4.55,2.73
1.04,Premium,G,VS2,62.3,54,6206,6.55,6.49,4.06
0.39,Very Good,F,VS2,62.4,58,821,4.61,4.65,2.89
0.4,Premium,E,VS1,60.4,59,1125,4.81,4.76,2.89
0.71,Ideal,D,SI1,61.7,57,2863,5.75,5.7,3.53
0.3,Premium,G,SI1,59.7,60,574,4.39,4.35,2.61
0.24,Good,E,VVS2,65,58,492,3.85,3.9,2.52
0.37,Ideal,F,VS2,61.1,57,746,4.63,4.67,2.84
0.51,Very Good,G,SI1,63.4,56,1122,5.03,5.1,3.21
0.36,Ideal,F,IF,61.4,55.9,1138,4.58,4.62,2.82
0.31,Ideal,D,SI1,62,55,571,4.36,4.38,2.71
1.03,Premium,F,SI2,60.7,60,4586,6.52,6.47,3.94
1.52,Premium,H,VS1,61.4,58,11621,7.44,7.3,4.55
1,Good,G,SI1,62.5,62,4466,6.32,6.36,3.96
0.24,Very Good,D,VVS2,62.9,59,492,3.95,3.97,2.49
0.33,Ideal,F,VVS2,62.4,56,1067,4.43,4.41,2.76
0.78,Very Good,I,SI1,63.1,56,2228,5.88,5.82,3.69
0.3,Ideal,G,VS2,62.2,57,675,4.32,4.26,2.67
0.55,Ideal,D,VS1,61.5,56,1918,5.26,5.28,3.24
0.96,Very Good,I,SI2,62.7,58,3286,6.2,6.24,3.9
0.9,Ideal,F,SI1,62.4,56,3992,6.22,6.18,3.87
0.77,Premium,G,SI2,61.3,58,2129,5.94,5.88,3.62
0.9,Good,E,SI1,63.5,55,3570,6.12,6.22,3.92
0.9,Ideal,F,VS1,61.6,56,5386,6.2,6.23,3.83
1,Ideal,G,VS2,60.5,56,6328,6.54,6.49,3.94
0.3,Ideal,F,IF,61.8,56,886,4.31,4.33,2.67
0.97,Very Good,G,SI1,61,59,4504,6.36,6.4,3.89
0.81,Ideal,E,SI2,60.2,57,2938,6.1,6.06,3.66
0.37,Good,H,VS2,63.7,55,584,4.54,4.56,2.9
2.02,Very Good,I,VS2,58.8,57,14620,8.21,8.29,4.85
0.7,Ideal,F,SI1,61.5,56,2348,5.74,5.7,3.52
0.82,Very Good,G,SI1,63.1,52,2716,6.02,5.97,3.78
0.41,Premium,I,VVS2,62.1,58,1061,4.78,4.76,2.96
0.3,Premium,H,VS1,62.6,59,526,4.26,4.3,2.68
0.32,Ideal,H,VVS1,61.6,55,730,4.4,4.43,2.72
1,Very Good,F,SI1,63.1,59,4234,6.29,6.22,3.95
0.38,Good,E,VS2,63.2,57,693,4.59,4.62,2.91
1.05,Very Good,G,VS1,61.8,58,6766,6.5,6.55,4.03
0.43,Ideal,D,VS1,61.9,55,1207,4.85,4.87,3.01
0.31,Very Good,H,SI1,62.9,56,435,4.27,4.31,2.7
1.04,Ideal,F,SI2,62.6,57,4630,6.48,6.45,4.05
0.41,Very Good,F,SI1,63.2,59,969,4.72,4.68,2.97
0.35,Ideal,I,VS2,62.5,57,491,4.5,4.53,2.82
0.43,Ideal,E,VS2,62.1,56,1048,4.87,4.83,3.01
0.51,Ideal,G,VS1,62.5,57,1656,5.07,5.14,3.19
1.01,Premium,D,SI2,61.7,59,4072,6.41,6.37,3.94
1.6,Premium,H,VS2,62.6,58,11508,7.5,7.45,4.68
0.33,Premium,G,SI2,59.4,59,557,4.52,4.5,2.68
0.31,Ideal,H,IF,60.8,56,1081,4.42,4.4,2.68
1.01,Ideal,H,SI1,61.8,54,5158,6.48,6.44,3.99
1.7,Premium,E,SI1,61.8,58,15804,7.62,7.52,4.68
1.5,Premium,I,SI2,62.9,57,6132,7.28,7.26,4.57
0.41,Very Good,G,VS1,60.5,57,899,4.81,4.85,2.92
1.23,Very Good,H,VS2,58.5,62,6039,6.98,7,4.09
1.5,Very Good,J,VS2,62.6,58,7492,7.25,7.29,4.55
1.36,Ideal,G,VVS2,61.1,57,11848,7.14,7.2,4.38
0.54,Ideal,G,SI2,61.4,56,1192,5.27,5.29,3.24
0.7,Very Good,J,VVS1,63.3,55,2042,5.63,5.68,3.58
0.8,Ideal,E,SI1,62,57,3297,5.97,5.94,3.69
1.23,Ideal,H,VS1,62.1,54,7946,6.87,6.89,4.27
1.09,Ideal,F,SI1,62,56,5922,6.61,6.56,4.08
1.5,Premium,I,VS2,62.3,58,8820,7.31,7.26,4.54
0.32,Premium,J,VS2,60,61,504,4.49,4.45,2.68
1.42,Ideal,H,SI2,62.2,56,7475,7.21,7.16,4.47
1.19,Premium,I,SI1,61.3,59,5464,6.84,6.79,4.18
0.71,Very Good,F,VS2,63.5,60,2630,5.64,5.67,3.59
1.04,Premium,D,SI2,62.4,56,5292,6.5,6.45,4.04
0.74,Ideal,F,VS1,61.9,54,3590,5.78,5.82,3.59
1.51,Good,I,VVS1,64,60,9301,7.21,7.26,4.63
2.42,Premium,I,VS1,59.8,59,17262,8.8,8.78,5.26
0.31,Premium,I,VS1,62.3,59,628,4.35,4.29,2.69
1.01,Very Good,F,SI2,60,55,4425,6.56,6.53,3.93
0.8,Very Good,F,VS2,61.3,55,3954,5.93,6.01,3.66
0.41,Premium,E,SI1,62.8,58,904,4.77,4.72,2.98
0.6,Ideal,F,VVS2,60.9,57,2698,5.45,5.48,3.33
1,Premium,F,VS2,59.9,60,5606,6.11,6.07,3.65
1.06,Ideal,I,SI1,62.6,56,4646,6.46,6.54,4.07
1.73,Premium,J,SI1,60.7,58,9271,7.78,7.73,4.71
1.04,Premium,F,SI1,62.5,60,5621,6.43,6.46,4.03
0.3,Premium,H,VVS1,60.7,58,796,4.38,4.35,2.65
0.36,Very Good,E,IF,59.5,57,1053,4.68,4.73,2.8
0.31,Ideal,F,IF,61.7,56,901,4.34,4.38,2.69
1.51,Very Good,F,VVS2,61.3,61,17203,7.33,7.36,4.5
0.51,Ideal,F,VS2,62.8,57,1619,5.1,5.06,3.19
1.51,Premium,H,VS2,60.6,58,10411,7.42,7.36,4.48
1.51,Ideal,G,VS2,62.8,57,10553,7.33,7.26,4.58
0.31,Good,E,SI1,63.3,55,544,4.31,4.35,2.74
0.97,Very Good,F,SI2,59.6,59,3977,6.41,6.47,3.84
1.01,Premium,F,SI2,61.9,58,4676,6.39,6.34,3.94
1.5,Very Good,I,VVS2,62,53,10873,7.3,7.34,4.54
0.3,Very Good,D,VS1,60.1,58,666,4.35,4.37,2.62
0.31,Premium,I,VS2,61.1,58,558,4.38,4.36,2.67
0.38,Premium,I,VS2,61.8,59,633,4.61,4.64,2.86
1.5,Good,I,SI1,64.3,55,8736,7.24,7.19,4.64
0.77,Ideal,F,VS1,61.2,56,3647,5.9,5.93,3.62
0.51,Ideal,D,VS1,61.7,54,1845,5.15,5.12,3.17
0.5,Very Good,F,VS1,58.8,60,1657,5.18,5.2,3.05
0.57,Premium,H,VS2,60.1,61,1414,5.4,5.29,3.21
1.51,Fair,H,VS2,65,64,9452,7.1,7.03,4.59
0.32,Ideal,E,VVS2,61.4,54,843,4.44,4.45,2.73
0.32,Ideal,E,VVS1,61.7,56,954,4.4,4.42,2.72
0.74,Ideal,G,VS1,61.8,55,2960,5.85,5.8,3.6
0.44,Ideal,H,VS1,61.3,57,1089,4.98,4.91,3.03
0.3,Good,G,VVS2,63.3,57,684,4.23,4.27,2.69
1.04,Premium,E,VVS1,62.5,59,10539,6.46,6.41,4.02
0.35,Ideal,E,IF,61.4,56,1254,4.56,4.53,2.79
0.54,Ideal,E,VS2,61,56,1847,5.28,5.25,3.21
1.13,Ideal,D,VVS2,61.7,57,12150,6.65,6.68,4.11
0.3,Ideal,F,VS2,62.5,55,605,4.27,4.31,2.68
0.9,Very Good,D,VS1,62.2,58,6208,6.14,6.18,3.83
0.83,Very Good,E,SI1,63.5,58,3365,5.93,5.98,3.78
0.36,Ideal,D,VS2,60.6,57,852,4.57,4.61,2.78
0.3,Ideal,E,IF,61.2,58,957,4.31,4.38,2.66
0.73,Ideal,G,SI1,62.1,56,2654,5.74,5.79,3.58
0.51,Premium,F,SI1,60.7,58,1421,5.14,5.1,3.11
1.25,Premium,I,SI1,62.5,59,5250,6.89,6.81,4.28
0.23,Very Good,H,VVS2,62.6,56,431,3.92,3.95,2.46
0.71,Premium,D,VS2,61.2,59,2874,5.69,5.74,3.5
1,Good,F,VS2,64.2,58,5606,6.32,6.26,4.04
0.3,Very Good,F,VS2,62.8,58,605,4.24,4.29,2.68
1.65,Fair,J,SI1,61.6,66,5914,7.61,7.47,4.66
0.24,Ideal,F,VVS1,61.8,55,678,4,4.03,2.48
0.96,Fair,H,I1,66.9,60,1705,6.15,6.04,4.09
1,Ideal,G,VS2,62.3,56,5887,6.37,6.41,3.98
0.52,Premium,G,VVS2,61,58,1707,5.15,5.21,3.16
0.76,Good,F,VS1,59.9,61,3057,5.89,5.98,3.56
1.08,Premium,F,SI2,62.6,56,4488,6.61,6.55,4.12
0.51,Very Good,H,VS2,63.5,60,1268,5.04,5.01,3.19
0.91,Good,F,VVS2,62.6,61,5225,6.12,6.19,3.85
1.22,Ideal,G,VS1,62.5,57,8608,6.82,6.77,4.25
0.3,Premium,E,VS2,62.6,58,658,4.26,4.3,2.68
0.9,Premium,D,SI1,62.2,58,4612,6.18,6.11,3.82
0.5,Good,F,VS2,63.6,58,1433,5.05,5.02,3.2
0.4,Premium,E,SI1,62.6,59,737,4.68,4.71,2.94
0.41,Premium,G,SI1,62.5,58,923,4.78,4.75,2.98
1.11,Ideal,H,SI1,62.5,56,5395,6.65,6.63,4.15
1.5,Premium,F,VVS2,58.8,58,17203,7.51,7.43,4.39
0.34,Ideal,D,VS2,62,54,1033,4.52,4.48,2.79
0.7,Premium,F,VS2,62.4,59,2686,5.68,5.64,3.53
0.3,Premium,E,VS2,62.2,60,658,4.24,4.28,2.65
0.54,Ideal,D,SI1,62.1,56,1786,5.25,5.21,3.25
1.23,Ideal,G,VVS1,61.4,55,11417,6.89,6.93,4.24
0.51,Premium,F,SI2,58.1,59,1052,5.26,5.24,3.05
0.83,Ideal,J,VS2,62.1,56,2570,5.98,6.03,3.73
1.56,Good,H,SI1,63.7,57,7862,7.34,7.25,4.65
1.2,Ideal,G,VVS1,61.2,56,9744,6.89,6.86,4.21
0.31,Very Good,E,VVS1,59.9,62,763,4.4,4.41,2.64
0.46,Ideal,J,IF,61.8,56,1221,4.98,4.95,3.07
1.51,Fair,I,I1,65.7,61,5074,7.08,7.02,4.63
0.31,Ideal,D,VS2,62.1,56,734,4.34,4.35,2.7
1.5,Good,E,VVS2,64.3,58,17449,7.2,7.13,4.61
0.3,Very Good,H,VVS2,62.9,57,605,4.28,4.31,2.7
0.43,Premium,G,VVS1,62.2,58,1207,4.78,4.83,2.99
1.02,Premium,F,SI2,59.9,62,4238,6.53,6.5,3.9
1.11,Ideal,I,SI1,61.4,60,4849,6.61,6.65,4.07
0.31,Premium,H,VVS1,60.6,59,707,4.36,4.38,2.65
1.02,Very Good,E,SI1,60.6,59,5424,6.47,6.49,3.93
1.2,Premium,I,SI2,60,58,5080,6.93,6.91,4.15
1.5,Very Good,D,SI1,63.4,58,11352,7.16,7.25,4.57
0.58,Premium,F,SI2,63,56,1226,5.34,5.26,3.34
1.07,Premium,E,SI2,61.3,59,4943,6.58,6.64,4.05
0.9,Ideal,F,SI1,62.5,56,4054,6.13,6.16,3.84
0.3,Very Good,D,VS1,58,62,666,4.44,4.45,2.58
0.83,Ideal,E,VS2,61.8,57,3625,6.04,6.03,3.73
0.79,Ideal,D,SI1,61.2,57,3605,5.94,5.98,3.65
1.52,Fair,I,SI2,64.7,58,6905,7.19,7.22,4.66
1,Very Good,G,SI2,62.8,57,4207,6.31,6.37,3.98
0.4,Ideal,E,VVS2,61.7,55,1158,4.74,4.76,2.93
1.21,Premium,E,SI2,61.5,58,6223,6.86,6.79,4.2
0.53,Very Good,G,SI1,61.2,55,1237,5.21,5.34,3.23
0.92,Ideal,H,IF,62.5,55,5758,6.25,6.3,3.92
0.36,Ideal,G,VVS2,62.3,56,1053,4.56,4.53,2.83
1.5,Premium,H,SI1,61.6,58,8669,7.33,7.38,4.53
0.24,Very Good,E,VVS2,58.5,59,552,4.04,4.09,2.38
0.3,Premium,D,SI1,62.2,58,709,4.31,4.28,2.67
0.25,Ideal,G,VVS1,62.6,56,582,4.01,4.05,2.52
1.19,Premium,G,VS2,61.9,58,7389,6.86,6.74,4.21
0.66,Good,G,VS1,59,62,2055,5.66,5.72,3.35
0.5,Premium,F,VVS1,61.1,55,2081,5.15,5.13,3.14
0.52,Ideal,G,VVS2,61.6,56,1784,5.15,5.18,3.18
0.39,Ideal,E,VS1,62,54,948,4.68,4.71,2.91
0.9,Very Good,G,VS1,61.4,57,5135,6.2,6.24,3.82
1.01,Good,F,SI1,63.3,58,4479,6.31,6.4,4.02
1.07,Premium,H,SI2,60,59,3775,6.6,6.56,3.95
0.9,Ideal,F,SI2,62.6,57,3704,6.2,6.13,3.86
1.02,Premium,G,SI1,61.1,58,5255,6.52,6.48,3.97
0.7,Good,H,VVS2,63.7,54,2427,5.72,5.62,3.61
0.38,Ideal,E,VVS1,61.5,56,1154,4.67,4.7,2.88
1.01,Good,F,VS2,62.1,58,6288,6.28,6.35,3.92
0.51,Very Good,H,VS2,61.4,55.8,1436,5.14,5.19,3.17
0.3,Very Good,F,SI1,63.5,59,641,4.22,4.19,2.67
1.01,Very Good,E,VS2,61.7,56,5777,6.41,6.45,3.97
1.19,Premium,H,SI2,61.9,58,4332,6.84,6.77,4.21
0.42,Ideal,H,VS1,61.2,57,1048,4.87,4.8,2.96
0.43,Ideal,F,SI1,61.7,54,1016,4.9,4.86,3.01
0.31,Ideal,E,IF,60.4,56,1188,4.43,4.38,2.66
1.08,Good,D,SI1,63.8,59,5821,6.39,6.47,4.1
1.23,Ideal,G,VVS1,63.2,56,10113,6.78,6.83,4.3
1.1,Ideal,I,VS1,62.3,55,5864,6.64,6.6,4.12
1.02,Good,E,SI1,63.1,57,4443,6.37,6.43,4.04
1.01,Very Good,I,SI1,62.1,58,4681,6.37,6.39,3.96
0.31,Ideal,F,VS1,61.8,56,695,4.33,4.36,2.68
0.3,Ideal,E,VVS1,61.2,57,895,4.33,4.36,2.66
0.23,Good,F,VS2,63.8,57,447,3.93,3.84,2.48
0.91,Premium,E,SI1,61.5,60,3842,6.24,6.19,3.82
0.7,Good,E,VS1,65.5,57,2657,5.46,5.54,3.6
1.15,Premium,I,SI1,62.5,60,4939,6.72,6.68,4.19
1.02,Premium,G,VS1,62,56,6683,6.5,6.43,4.01
0.32,Premium,G,VS2,62.5,58,720,4.38,4.36,2.73
1,Ideal,H,SI1,61.9,57,4872,6.43,6.39,3.97
0.9,Good,E,SI2,64.1,58,3595,6.04,6.09,3.89
1,Fair,F,SI2,65.1,55,3265,6.26,6.23,4.07
0.51,Very Good,F,VS2,62.9,55,1569,5.08,5.12,3.21
1.34,Premium,I,VS2,61.8,59,6754,7.07,7.04,4.36
0.42,Ideal,G,VVS1,61.7,55,1179,4.78,4.84,2.97
0.31,Premium,G,VS2,61.8,58,435,4.35,4.39,2.7
0.3,Premium,H,VVS2,62.4,58,605,4.26,4.3,2.67
1.13,Premium,I,SI1,62.8,57,4746,6.68,6.64,4.18
1.51,Very Good,F,VS1,62.6,57,14976,7.25,7.29,4.55
0.34,Premium,H,VS2,61.7,60,689,4.51,4.47,2.77
0.9,Fair,H,VS2,64.8,58,3538,6.07,6.03,3.92
1.31,Ideal,G,VVS2,60.9,56,11531,7.17,7.07,4.32
0.72,Good,D,SI2,59.7,61,2620,5.78,5.84,3.47
0.53,Ideal,G,VVS2,60.4,56,1948,5.24,5.29,3.18
0.4,Good,F,VVS1,61.9,61,1349,4.71,4.73,2.92
0.41,Ideal,G,SI1,61.8,55,876,4.8,4.81,2.97
1.24,Ideal,D,VVS2,62.6,55,13929,6.94,6.89,4.33
0.31,Ideal,G,SI1,61.9,55,493,4.38,4.41,2.72
0.32,Ideal,E,VVS2,61.9,54,843,4.41,4.44,2.74
0.44,Premium,G,SI1,61.1,59,772,4.86,4.9,2.98
0.56,Ideal,H,VS1,61.1,57,1715,5.31,5.34,3.25
0.3,Ideal,E,VVS2,61.9,58,766,4.28,4.32,2.66
1.23,Ideal,H,SI1,61.7,55,6750,6.94,6.9,4.27
0.32,Premium,G,IF,61.8,55,1020,4.45,4.39,2.73
0.39,Very Good,E,VVS2,62.2,55,962,4.66,4.7,2.91
0.3,Very Good,G,VS1,62.9,55,620,4.25,4.27,2.68
0.41,Ideal,G,VVS1,62.2,54,1076,4.79,4.82,2.99
1.52,Good,F,VS2,57.8,59,12283,7.58,7.5,4.36
0.7,Good,E,SI1,61.4,64,2872,5.66,5.71,3.49
1.01,Very Good,J,SI1,62.8,57,3998,6.37,6.41,4.01
1.03,Premium,E,VS1,61.4,58,7677,6.52,6.58,4.02
1.03,Premium,E,SI2,61.8,59,4845,6.47,6.42,3.98
0.39,Very Good,F,VVS1,60.8,57,1107,4.72,4.75,2.88
0.52,Ideal,D,VS2,61.8,57,1752,5.16,5.2,3.2
0.3,Very Good,H,VVS1,62.8,56,655,4.26,4.28,2.68
0.32,Premium,H,VS2,60.7,61,648,4.41,4.39,2.67
0.38,Ideal,E,SI1,59.4,61,660,4.72,4.74,2.81
1.16,Ideal,D,VVS2,62,55,12989,6.68,6.72,4.19
1.36,Good,G,SI1,63.8,55,7639,6.97,6.94,4.44
1.51,Ideal,G,SI1,62.9,57,11255,7.3,7.27,4.58
0.27,Very Good,F,VVS2,62.5,59,544,4.11,4.15,2.58
0.9,Very Good,F,SI1,61.6,58,4074,6.12,6.26,3.81
0.45,Fair,F,VS2,64.3,59,1080,4.8,4.75,3.07
0.3,Very Good,H,IF,62.3,56,691,4.3,4.33,2.68
0.35,Ideal,E,VS2,61.6,55,767,4.49,4.54,2.78
0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95
0.63,Premium,G,VS2,61.5,57,1871,5.54,5.51,3.4
0.45,Ideal,G,VVS1,61.7,56,1297,4.93,4.96,3.05
0.37,Very Good,F,SI1,62.3,59,616,4.57,4.61,2.86
1.69,Ideal,H,VS1,61,57,13882,7.72,7.66,4.69
0.33,Premium,F,SI1,62.8,58,705,4.42,4.4,2.77
0.3,Ideal,D,VS2,60.9,57,911,4.35,4.32,2.64
1.01,Ideal,D,VVS2,61.1,57,11057,6.49,6.47,3.96
0.9,Ideal,E,SI2,62,55,3599,6.23,6.15,3.84
0.7,Premium,G,SI2,58.1,60,2056,5.81,5.79,3.37
0.42,Premium,F,VVS2,59.6,59,1142,4.83,4.86,2.89
2.01,Premium,H,SI1,61.5,53,16733,8.13,8.03,4.97
1.11,Ideal,G,VVS2,61.8,56,9734,6.66,6.69,4.12
0.43,Very Good,H,SI1,61.5,58,716,4.8,4.86,2.97
0.31,Good,H,SI1,63.6,57,573,4.33,4.32,2.75
0.44,Very Good,J,VS1,63.1,57,891,4.87,4.83,3.06
0.41,Ideal,H,IF,62.1,56,1243,4.76,4.74,2.95
0.9,Very Good,F,VS2,61.2,59,4186,6.2,6.26,3.81
0.71,Good,G,SI2,63.6,58,1816,5.6,5.54,3.55
0.74,Premium,I,SI2,59.8,58,2042,5.93,5.88,3.53
2.01,Premium,I,SI2,62,56,12338,8.01,7.87,4.92
2.04,Premium,I,VS2,62.5,58,17028,8.22,8.09,5.1
0.49,Very Good,F,VVS1,62.2,56,1952,5.04,5.08,3.14
0.37,Premium,E,SI1,59.3,58,833,4.75,4.73,2.81
0.5,Very Good,H,SI1,60.9,61,1133,5.06,5.15,3.11
